PRODUKT;ERSTELLT;ZAHLUNGSSTATUS;METHODE;PLAN;FAeLLIGER BETRAG;WAeHRUNG;ZAHLUNGSPLAN;ZAHLUNGSPLAN ID;CAMPAIGN-ID;LAND
Fugmann's Trading Woche;09.03.2026 17:21;Aktiv;Kreditkarte;Abonnement;79,0;EUR;Quartals Mitgliedschaft;460229;20260306-KRG;Deutschland
Fugmann's Trading Woche;09.03.2026 17:23;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 17:41;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 17:50;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 18:15;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 18:17;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 18:18;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 18:20;Aktiv;Google Pay;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Schweiz
Fugmann's Trading Woche;09.03.2026 18:36;Aktiv;Google Pay;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260306-FMWWS-Banner;Deutschland
Fugmann's Trading Woche;09.03.2026 18:41;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;;Deutschland
Fugmann's Trading Woche;09.03.2026 18:42;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Italien
Fugmann's Trading Woche;09.03.2026 18:50;Aktiv;Sepa;Abonnement;188,0;EUR;Halbjahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579238;20250211FMWWSNV;Deutschland
Fugmann's Trading Woche;09.03.2026 18:51;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20250211FMWWSNV;Deutschland
Fugmann's Trading Woche;09.03.2026 18:52;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 18:52;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Oesterreich
Fugmann's Trading Woche;09.03.2026 18:52;Aktiv;Kreditkarte;Abonnement;99,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579217;20250211FMWWSNV;Oesterreich
Fugmann's Trading Woche;09.03.2026 18:54;Aktiv;Sepa;Abonnement;79,0;EUR;Quartals Mitgliedschaft;460229;20260306-KRG;Oesterreich
Fugmann's Trading Woche;09.03.2026 18:55;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 18:56;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:01;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:01;Aktiv;Kreditkarte;Abonnement;99,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579217;20250211FMWWSNV;Deutschland
Fugmann's Trading Woche;09.03.2026 19:07;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:08;Aktiv;Kreditkarte;Abonnement;79,0;EUR;Quartals Mitgliedschaft;460229;20250310-FMWYTWU;Deutschland
Fugmann's Trading Woche;09.03.2026 19:13;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:24;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:25;Aktiv;Google Pay;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:27;Aktiv;Sepa;Abonnement;169,0;EUR;Halbjahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579237;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:31;Aktiv;Google Pay;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Oesterreich
Fugmann's Trading Woche;09.03.2026 19:33;Aktiv;Kreditkarte;Abonnement;169,0;EUR;Halbjahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579237;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:38;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260305-LP2-FMWNL;Deutschland
Fugmann's Trading Woche;09.03.2026 19:41;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:42;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:50;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:52;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 19:56;Aktiv;Sepa;Abonnement;79,0;EUR;Quartals Mitgliedschaft;460229;20250925GAMRK;Deutschland
Fugmann's Trading Woche;09.03.2026 19:56;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;;Deutschland
Fugmann's Trading Woche;09.03.2026 20:02;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:07;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:13;Aktiv;Google Pay;Abonnement;99,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579217;20250211FMWWSNV;Deutschland
Fugmann's Trading Woche;09.03.2026 20:13;Aktiv;Sepa;Abonnement;169,0;EUR;Halbjahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579237;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:14;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:17;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:20;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Oesterreich
Fugmann's Trading Woche;09.03.2026 20:26;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:27;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:28;Aktiv;Kreditkarte;Abonnement;99,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579217;;Deutschland
Fugmann's Trading Woche;09.03.2026 20:28;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Oesterreich
Fugmann's Trading Woche;09.03.2026 20:30;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:30;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:34;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:35;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:37;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:43;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:49;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:49;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 20:56;Aktiv;Kreditkarte;Abonnement;169,0;EUR;Halbjahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579237;20260225-LP2-YTC;Oesterreich
Fugmann's Trading Woche;09.03.2026 20:59;Aktiv;Sepa;Abonnement;169,0;EUR;Halbjahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579237;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:02;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:07;Aktiv;Google Pay;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:07;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:08;Aktiv;Sepa;Abonnement;169,0;EUR;Halbjahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579237;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:08;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:10;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:11;Aktiv;Google Pay;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:11;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260306-FMWWS-Banner;Deutschland
Fugmann's Trading Woche;09.03.2026 21:12;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:12;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260306-FMWWS-Banner;Deutschland
Fugmann's Trading Woche;09.03.2026 21:13;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:15;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:16;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20250211FMWWSNV;Deutschland
Fugmann's Trading Woche;09.03.2026 21:19;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:22;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:24;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:26;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:27;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260306-FMWWS-Banner;Deutschland
Fugmann's Trading Woche;09.03.2026 21:27;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:28;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:30;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:36;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:41;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:42;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 21:59;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260306-FMWWS-Banner;Deutschland
Fugmann's Trading Woche;09.03.2026 22:08;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:09;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:16;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Schweiz
Fugmann's Trading Woche;09.03.2026 22:22;Aktiv;Sepa;Abonnement;169,0;EUR;Halbjahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579237;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:24;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:30;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:32;Aktiv;Google Pay;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Polen
Fugmann's Trading Woche;09.03.2026 22:33;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Polen
Fugmann's Trading Woche;09.03.2026 22:39;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:50;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Schweiz
Fugmann's Trading Woche;09.03.2026 22:53;Aktiv;Sepa;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:57;Aktiv;Sepa;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:57;Aktiv;Kreditkarte;Abonnement;89,0;EUR;Quartals Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);579212;20260225-LP2-YTC;Deutschland
Fugmann's Trading Woche;09.03.2026 22:59;Aktiv;Kreditkarte;Abonnement;297,0;EUR;Jahres Mitgliedschaft (inklusive 30 Tage Geld-zurueck-Garantie);460228;20260225-LP2-YTC;Schweiz
